text,text_processed
"We had a bedroom, lounge and kitchenette",we had bedroom lounge and kitchenette
Swimming pool for summer visits,swimming pool for summer visits
Gardens were well planted attracting bird life,gardens were well planted attracting bird life
We had a bush with 17 siskins,we had bush with 17 siskins
"During our time in the park we saw over 104 species of birds, 12 species of mammal including four sightings of the lynx",during our time in the park we saw over 104 species of birds 12 species of mammal including four sightings of the lynx
"genial, excepto para la ducha!",genial excepto ducha
Nosotros también estaban alojados aquí como parte de un viaje para ver el lince ibérico,alojados aqui parte viaje ver lince iberico
"Quizás las fincas de cazadores privadas necesitan tomar nota de la demanda extranjera de los amantes de la vida silvestre y los cientos de españoles parado en las carreteras en los fines de semana, ya que están llevando un montón de dinero en la zona",quizas fincas cazadores privadas necesitan tomar nota demanda extranjera amantes vida silvestre cientos espanoles parado carreteras fines semana llevando monton dinero zona
Los Pinos es un gran lugar para alojarse,pinos gran lugar alojarse
"Teníamos un apartamento, pequeña pero adecuada, excepto el minúsculo ducha donde era imposible que agacharse o la vuelta sin abrir la puerta",apartamento pequena adecuada excepto minusculo ducha imposible agacharse vuelta sin abrir puerta
Pero esa es la única queja,unica queja
"El dueño y el personal era excelente, amable y servicial",dueno personal excelente amable servicial
El bar y restaurante muy agradable (incluso con cazadores beber brandy a las 8 a,bar restaurante agradable incluso cazadores beber brandy 8
m,m
"), el ambiente relajado y acogedor, y la comida espléndido",ambiente relajado acogedor comida esplendido
"era claramente un lugar popular durante los fines de semana ya que el restaurante el almuerzo estaba lleno; las noches eran más relajados como pocas personas habían, pero el personal no podría ser criticado por su estupendo servicio",claramente lugar popular fines semana restaurante almuerzo lleno noches relajados pocas personas personal no podria ser criticado estupendo servicio
"La comida, como he dicho, era muy bueno",comida dicho bueno
"los entrantes de tapas, seguido de una selección de platos principales, significaba que perdimos los flanes",entrantes tapas seguido seleccion platos principales significaba perdimos flanes
"entrantes de altamente recomendados incluido red patas la perdiz patés, bastante deliciosa, las habas con jamón, comprar chorizo local, el queso Manchego y maravilloso queso - hacer algunos para llevar a casa",entrantes altamente recomendados incluido red patas perdiz pates bastante deliciosa habas jamon comprar chorizo local queso manchego maravilloso queso hacer llevar casa
"Los platos principales eran igual de bueno, con piernas cabra siendo el horario de las comidas",platos principales igual bueno piernas cabra siendo horario comidas
y su vino de la casa es muy buena,vino casa buena
Realmente disfrutamos de nuestra estancia,realmente disfrutamos estancia
"Esa dudosa ducha paradas que es un ""excelente"" clasificación",dudosa ducha paradas excelente clasificacion
…,
"genial, excepto para la ducha!",genial excepto ducha
Nosotros también estaban alojados aquí como parte de un viaje para ver el lince ibérico,alojados aqui parte viaje ver lince iberico
"Quizás las fincas de cazadores privadas necesitan tomar nota de la demanda extranjera de los amantes de la vida silvestre y los cientos de españoles parado en las carreteras en los fines de semana, ya que están llevando un montón de dinero en la zona",quizas fincas cazadores privadas necesitan tomar nota demanda extranjera amantes vida silvestre cientos espanoles parado carreteras fines semana llevando monton dinero zona
Los Pinos es un gran lugar para alojarse,pinos gran lugar alojarse
"Teníamos un apartamento, pequeña pero adecuada, excepto el minúsculo ducha donde era imposible que agacharse o la vuelta sin abrir la puerta",apartamento pequena adecuada excepto minusculo ducha imposible agacharse vuelta sin abrir puerta
Pero esa es la única queja,unica queja
"El dueño y el personal era excelente, amable y servicial",dueno personal excelente amable servicial
El bar y restaurante muy agradable (incluso con cazadores beber brandy a las 8 a,bar restaurante agradable incluso cazadores beber brandy 8
m,m
"), el ambiente relajado y acogedor, y la comida espléndido",ambiente relajado acogedor comida esplendido
"era claramente un lugar popular durante los fines de semana ya que el restaurante el almuerzo estaba lleno; las noches eran más relajados como pocas personas habían, pero el personal no podría ser criticado por su estupendo servicio",claramente lugar popular fines semana restaurante almuerzo lleno noches relajados pocas personas personal no podria ser criticado estupendo servicio
"La comida, como he dicho, era muy bueno",comida dicho bueno
"los entrantes de tapas, seguido de una selección de platos principales, significaba que perdimos los flanes",entrantes tapas seguido seleccion platos principales significaba perdimos flanes
"entrantes de altamente recomendados incluido red patas la perdiz patés, bastante deliciosa, las habas con jamón, comprar chorizo local, el queso Manchego y maravilloso queso - hacer algunos para llevar a casa",entrantes altamente recomendados incluido red patas perdiz pates bastante deliciosa habas jamon comprar chorizo local queso manchego maravilloso queso hacer llevar casa
"Los platos principales eran igual de bueno, con piernas cabra siendo el horario de las comidas",platos principales igual bueno piernas cabra siendo horario comidas
y su vino de la casa es muy buena,vino casa buena
Realmente disfrutamos de nuestra estancia,realmente disfrutamos estancia
"Esa dudosa ducha paradas que es un ""excelente"" clasificación",dudosa ducha paradas excelente clasificacion
…,
"genial, excepto para la ducha!",genial excepto ducha
Nosotros también estaban alojados aquí como parte de un viaje para ver el lince ibérico,alojados aqui parte viaje ver lince iberico
"Quizás las fincas de cazadores privadas necesitan tomar nota de la demanda extranjera de los amantes de la vida silvestre y los cientos de españoles parado en las carreteras en los fines de semana, ya que están llevando un montón de dinero en la zona",quizas fincas cazadores privadas necesitan tomar nota demanda extranjera amantes vida silvestre cientos espanoles parado carreteras fines semana llevando monton dinero zona
Los Pinos es un gran lugar para alojarse,pinos gran lugar alojarse
"Teníamos un apartamento, pequeña pero adecuada, excepto el minúsculo ducha donde era imposible que agacharse o la vuelta sin abrir la puerta",apartamento pequena adecuada excepto minusculo ducha imposible agacharse vuelta sin abrir puerta
Pero esa es la única queja,unica queja
"El dueño y el personal era excelente, amable y servicial",dueno personal excelente amable servicial
El bar y restaurante muy agradable (incluso con cazadores beber brandy a las 8 a,bar restaurante agradable incluso cazadores beber brandy 8
m,m
"), el ambiente relajado y acogedor, y la comida espléndido",ambiente relajado acogedor comida esplendido
"era claramente un lugar popular durante los fines de semana ya que el restaurante el almuerzo estaba lleno; las noches eran más relajados como pocas personas habían, pero el personal no podría ser criticado por su estupendo servicio",claramente lugar popular fines semana restaurante almuerzo lleno noches relajados pocas personas personal no podria ser criticado estupendo servicio
"La comida, como he dicho, era muy bueno",comida dicho bueno
"los entrantes de tapas, seguido de una selección de platos principales, significaba que perdimos los flanes",entrantes tapas seguido seleccion platos principales significaba perdimos flanes
"entrantes de altamente recomendados incluido red patas la perdiz patés, bastante deliciosa, las habas con jamón, comprar chorizo local, el queso Manchego y maravilloso queso - hacer algunos para llevar a casa",entrantes altamente recomendados incluido red patas perdiz pates bastante deliciosa habas jamon comprar chorizo local queso manchego maravilloso queso hacer llevar casa
"Los platos principales eran igual de bueno, con piernas cabra siendo el horario de las comidas",platos principales igual bueno piernas cabra siendo horario comidas
y su vino de la casa es muy buena,vino casa buena
Realmente disfrutamos de nuestra estancia,realmente disfrutamos estancia
"Esa dudosa ducha paradas que es un ""excelente"" clasificación",dudosa ducha paradas excelente clasificacion
…,
MUY BONITO Y UN DIA MARAVILLOSO,bonito dia maravilloso
"pasamos un día maravilloso con una guía estupenda y muy profesional, nos hubiese gustado estar mas tiempo pero el día no es mas largo repetiremos la experiencia lo antes posible",pasamos dia maravilloso guia estupenda profesional gustado tiempo dia no largo repetiremos experiencia posible
tiene mucho potencial y unas vistas maravillosas por la ruta a Peñalosa,potencial unas vistas maravillosas ruta penalosa
MUY BONITO Y UN DIA MARAVILLOSO,bonito dia maravilloso
"pasamos un día maravilloso con una guía estupenda y muy profesional, nos hubiese gustado estar mas tiempo pero el día no es mas largo repetiremos la experiencia lo antes posible",pasamos dia maravilloso guia estupenda profesional gustado tiempo dia no largo repetiremos experiencia posible
tiene mucho potencial y unas vistas maravillosas por la ruta a Peñalosa,potencial unas vistas maravillosas ruta penalosa
MUY BONITO Y UN DIA MARAVILLOSO,bonito dia maravilloso
"pasamos un día maravilloso con una guía estupenda y muy profesional, nos hubiese gustado estar mas tiempo pero el día no es mas largo repetiremos la experiencia lo antes posible",pasamos dia maravilloso guia estupenda profesional gustado tiempo dia no largo repetiremos experiencia posible
tiene mucho potencial y unas vistas maravillosas por la ruta a Peñalosa,potencial unas vistas maravillosas ruta penalosa
MUY BONITO Y UN DIA MARAVILLOSO,bonito dia maravilloso
"pasamos un día maravilloso con una guía estupenda y muy profesional, nos hubiese gustado estar mas tiempo pero el día no es mas largo repetiremos la experiencia lo antes posible",pasamos dia maravilloso guia estupenda profesional gustado tiempo dia no largo repetiremos experiencia posible
tiene mucho potencial y unas vistas maravillosas por la ruta a Peñalosa,potencial unas vistas maravillosas ruta penalosa
El mejor hotel de la comarca,mejor comarca
Calidad al mejor precio,calidad mejor precio
Los dueños son encantadores y las habitaciones están al día,duenos encantadores habitaciones dia
Además cuenta con un restaurante donde degustar los platos típicos de la zona en especial el embutido del pueblo,ademas cuenta restaurante degustar platos tipicos zona especial embutido pueblo
Recomendable,recomendable
Parada a comer en el restaurante,parada comer restaurante
"Muy buena relación calidad - precio en el menú del día, desde luego no nos fuimos con hambre ya que las raciones son generosas",buena relacion calidad precio menu dia luego no hambre raciones generosas
"Servicio rápido, lugar grande y limpio, buena atención",servicio rapido lugar grande limpio buena atencion
Buen sitio para parar a comer de ruta a Granada desde Madrid,buen sitio parar comer ruta granada madrid
El mejor hotel de la comarca,mejor comarca
Calidad al mejor precio,calidad mejor precio
Los dueños son encantadores y las habitaciones están al día,duenos encantadores habitaciones dia
Además cuenta con un restaurante donde degustar los platos típicos de la zona en especial el embutido del pueblo,ademas cuenta restaurante degustar platos tipicos zona especial embutido pueblo
Recomendable,recomendable
Parada a comer en el restaurante,parada comer restaurante
"Muy buena relación calidad - precio en el menú del día, desde luego no nos fuimos con hambre ya que las raciones son generosas",buena relacion calidad precio menu dia luego no hambre raciones generosas
"Servicio rápido, lugar grande y limpio, buena atención",servicio rapido lugar grande limpio buena atencion
Buen sitio para parar a comer de ruta a Granada desde Madrid,buen sitio parar comer ruta granada madrid
El mejor hotel de la comarca,mejor comarca
Calidad al mejor precio,calidad mejor precio
Los dueños son encantadores y las habitaciones están al día,duenos encantadores habitaciones dia
Además cuenta con un restaurante donde degustar los platos típicos de la zona en especial el embutido del pueblo,ademas cuenta restaurante degustar platos tipicos zona especial embutido pueblo
Recomendable,recomendable
Parada a comer en el restaurante,parada comer restaurante
"Muy buena relación calidad - precio en el menú del día, desde luego no nos fuimos con hambre ya que las raciones son generosas",buena relacion calidad precio menu dia luego no hambre raciones generosas
"Servicio rápido, lugar grande y limpio, buena atención",servicio rapido lugar grande limpio buena atencion
Buen sitio para parar a comer de ruta a Granada desde Madrid,buen sitio parar comer ruta granada madrid
Como si estuvieras en casa,casa
"Hotes chiquitito, pero muy bien situado, con unas vistas impresionantes de Sierra Mágina y lo mejor, el buen trato que nos dieron, acabamos encantados, y la comida muy buena, preguntad por las ""collejas"" y las ""setas de chopo""",hotes chiquitito bien situado unas vistas impresionantes sierra magina mejor buen trato dieron acabamos encantados comida buena preguntad collejas setas chopo
Como si estuvieras en casa,casa
"Hotes chiquitito, pero muy bien situado, con unas vistas impresionantes de Sierra Mágina y lo mejor, el buen trato que nos dieron, acabamos encantados, y la comida muy buena, preguntad por las ""collejas"" y las ""setas de chopo""",hotes chiquitito bien situado unas vistas impresionantes sierra magina mejor buen trato dieron acabamos encantados comida buena preguntad collejas setas chopo
Como si estuvieras en casa,casa
"Hotes chiquitito, pero muy bien situado, con unas vistas impresionantes de Sierra Mágina y lo mejor, el buen trato que nos dieron, acabamos encantados, y la comida muy buena, preguntad por las ""collejas"" y las ""setas de chopo""",hotes chiquitito bien situado unas vistas impresionantes sierra magina mejor buen trato dieron acabamos encantados comida buena preguntad collejas setas chopo
Como si estuvieras en casa,casa
"Hotes chiquitito, pero muy bien situado, con unas vistas impresionantes de Sierra Mágina y lo mejor, el buen trato que nos dieron, acabamos encantados, y la comida muy buena, preguntad por las ""collejas"" y las ""setas de chopo""",hotes chiquitito bien situado unas vistas impresionantes sierra magina mejor buen trato dieron acabamos encantados comida buena preguntad collejas setas chopo
"Excelentes vacaciones ""Viajacontufamilia""",excelentes vacaciones viajacontufamilia
Una de las mejores vacaciones que hemos disfrutado nunca,mejores vacaciones disfrutado nunca
Nos hemos alojado una semana con el programa de Cazorla Multiaventura de Viajacontufamilia,alojado semana programa cazorla multiaventura viajacontufamilia
"Sólo tenemos palabras de agradecimiento para todo el personal del camping, en especial para los monitores (Dani, Laura, Amador, Jesús y Rolo)  que se ocupan de todas las actividades para niños y también padres, siempre de buen humor y con una sonrisa en la cara",solo palabras agradecimiento personal camping especial monitores dani laura amador jesus rolo ocupan todas actividades ninos padres siempre buen humor sonrisa cara
"También dar las gracias al personal del bar ( Lidia, Jesús y Victor) por estar siempre pendiente de nosotros y por servirnos comidas riquísimas y variadas",dar gracias personal bar lidia jesus victor siempre pendiente servirnos comidas riquisimas variadas
"El camping está situado en un enclave maravilloso, en plena sierra de Cazorla y desde el que se puede disfrutar de baños en el río y en las pozas naturales, observar las estrellas por la noche o contemplar a los gamos y…",camping situado enclave maravilloso plena sierra cazorla puede disfrutar banos rio pozas naturales observar estrellas noche contemplar gamos
Trato excelente en un entorno excepcional,trato excelente entorno excepcional
Estuvimos 10 días disfrutando de la tranquilidad y naturaleza,10 dias disfrutando tranquilidad naturaleza
"Tofo el personal nos dispensó un trato excepcional, quizás porque era temporada baja y estabamos casi solos",tofo personal dispenso trato excepcional quizas temporada baja casi solos
Con lluvia se pone muy embarrado,lluvia pone embarrado
Repetiré en las mismas circunstancias,repetire mismas circunstancias
Vacaciones en Cazorla,vacaciones cazorla
"Estuvimos 10 días a finales de agosto en el camping, la verdad que íbamos un poco temerarios por los comentarios negativos de la gente con respecto a las medidas y Covid y la luz de enganche",10 dias finales agosto camping verdad ibamos temerarios comentarios negativos gente respecto medidas covid luz enganche
"Pues mi opinión es que nos encantó muchísimo el camping y las actividades,  con unos monitores encantadores, mi hijo y nosotros disfrutamos muchísimo",pues opinion encanto muchisimo camping actividades monitores encantadores hijo disfrutamos muchisimo
"Es verdad que la luz queda un poco escasa pero respecto a jas medidas Covid fenomenal, la limpieza del módulo de baños de donde estábamos nosotros que era en acampada libre, siempre estaba limpisima, sin duda repetiremos",verdad luz queda escasa respecto jas medidas covid fenomenal limpieza modulo banos acampada libre siempre limpisima sin duda repetiremos
"Por decir algo los últimos 24 km desde Cazorla la carretera malísima para ir con la caravana, los coches sufren mucho, pero por lo demás genial",decir ultimos 24 km cazorla carretera malisima ir caravana coches sufren demas genial
Unas grandes vacaciones inesperadas por el Covid,unas grandes vacaciones inesperadas covid
La mejor opción en la sierra de Cazorla,mejor opcion sierra cazorla
Sitio paradisíaco en medio del bosque de ribera,sitio paradisiaco medio bosque ribera
Destaca porque el río Guadalquivir está dentro del camping y los gamos bajan todos los días a pasearse entre los campistas,destaca rio guadalquivir dentro camping gamos bajan dias pasearse campistas
Sus puntos en contra es el alto precio del Gigotel (115 por noche) y la actitud hosca de las mujeres de la recepción,puntos alto precio gigotel 115 noche actitud hosca mujeres recepcion
"Buen lugar para desconectar, ubicación espectacular",buen lugar desconectar ubicacion espectacular
"Buen lugar para desconectar, ubicación espectacular junto al río Guadalquivir, 5 minutos a pie hasta el puente de las herrerias",buen lugar desconectar ubicacion espectacular junto rio guadalquivir 5 minutos pie puente herrerias
Muchas actividades estupendas que hacer y paisajes maravillosos que ver ,muchas actividades estupendas hacer paisajes maravillosos ver
Feliz,feliz
"lo único considero necesario, mosquitera y fumigar habitaciones y cabañas",unico considero necesario mosquitera fumigar habitaciones cabanas
No pude abrir ventanas por la cantidad de avispas y mi hijo tuvo muchas picaduras de insectos,no pude abrir ventanas cantidad avispas hijo muchas picaduras insectos
"Por lo demás,  trabajadores, comidas , bar, actividades",demas trabajadores comidas bar actividades
", estupendo",estupendo
Excepto el día del descenso del río,excepto dia descenso rio
Los usuarios deberían ser trasladados a la actividad,usuarios deberian ser trasladados actividad
No tener que comer sus propios coches,no tener comer propios coches
Más profesionales en las actividades,profesionales actividades
Relax,relax
momentos Mágicos!!,momentos magicos
Hola estuvimos hace años y nos encantó!! Quisimos repetir experiencia y ha sido corto pero intenso!! Es una experiencia con la naturaleza fantástica de contacto directo con animales y zonas maravillosas,hola hace anos encanto quisimos repetir experiencia sido corto intenso experiencia naturaleza fantastica contacto directo animales zonas maravillosas
Con respecto a la estancia el trato de las responsables del Camping fue genial!! Limpio y cuidado de la estancia como de las instalaciones!!lo recomiendo 100× 100,respecto estancia trato responsables camping genial limpio cuidado estancia instalacioneslo recomiendo 100 100
Todo un simbolo,simbolo
No podeis estar en Oporto y no cruzar a pie el famoso puente construido por Gustav Eiffel,no podeis oporto no cruzar pie famoso puente construido gustav eiffel
Es una gozada atravesarlo desde la parte alta de la ciudad y contemplar las vistas sobre el río,gozada atravesarlo parte alta ciudad contemplar vistas rio
Visita obligada,visita obligada
Unas vacaciones inolvidables,unas vacaciones inolvidables
"Ha sido una experiencia totalmente recomendable, el lugar es precioso, en un entorno de montaña espectacular",sido experiencia totalmente recomendable lugar precioso entorno montana espectacular
"Tuvimos la suerte de que pese a ser diciembre nos hizo muy buen tiempo, así que pudimos disfrutar de todas las actividades programadas",suerte pese ser diciembre hizo buen tiempo asi pudimos disfrutar todas actividades programadas
"Los monitores se merecen un 10, me encantaron, que chic@s tan majos",monitores merecen 10 encantaron chic s tan majos
"Ahhh, y la comida del restaurante riquísima",ah comida restaurante riquisima
Confortable,confortable
La verdad que me sorprendió,verdad sorprendio
Desde el año 82 no me hospedaba en pensiones y de decir que la corta estancia en éste establecimiento  ha sido gratificante por lo que me he encontrado,ano 82 no hospedaba pensiones decir corta estancia establecimiento sido gratificante encontrado
"Una habitación amplia, discretamente amueblada, con aire acondicionado, todo muy reformado y muy limpio",habitacion amplia discretamente amueblada aire acondicionado reformado limpio
"El baño un poco apretujao, pero a la vez limpísimo!!!cuantos llamados hoteles quisieran!!!!",bano apretujao vez limpisimocuantos llamados hoteles quisieran
Justo y necesario ,justo necesario
Para mi lo justo y lo necesario ,justo necesario
una pension oara dejar las cosas e ir a disfrutar de jaen y luego llegar a dormir ,pension oara dejar cosas ir disfrutar jaen luego llegar dormir
o a dormir y luego tener planes,dormir luego tener planes
En esta ocasion fuy porque mi casa se quedo sin sitio y me toco dormir fuera dos noches ,ocasion fuy casa quedo sin sitio toco dormir dos noches
para solo dormir no se necesita mas,solo dormir no necesita
"Pension limpia, segura y comoda",pension limpia segura comoda
Habitación amplia y limpia,habitacion amplia limpia
"no acudía a una pensión desde hacía décadas, pero esta me salió al paso en el buscador, y al ver los comentarios no lo dudé",no acudia pension hacia decadas salio paso buscador ver comentarios no dude
"Ahora me alegro, porque por ese precio y para un Finde, fue una elección excelente",ahora alegro precio finde eleccion excelente
"La habitación y la cama, bien, como indico en el título, aunque al tratarse de un edificio de pisos convencional, la construcción quizá no sea la más adecuada y el aislamiento acústico deja un poco que desear",habitacion cama bien indico titulo aunque tratarse edificio pisos convencional construccion quiza no adecuada aislamiento acustico deja desear
"Por poner otro pero, no quedaban habitaciones con baño y aunque era muy completo yen buen estado el del pasillo, hubimos de compartirlo con la habitación vecina, lo que nos ocasionó por la mañana un ratico de espera (afortunadamente sin consecuencias)",poner no quedaban habitaciones bano aunque completo yen buen pasillo compartirlo habitacion vecina ocasiono manana ratico espera afortunadamente sin consecuencias
"Aconsejable, pues",aconsejable pues
Aunque si hay disponibilidad en la próxima elegiría con baño en la habitación,aunque disponibilidad proxima elegiria bano habitacion
Hermoso lugar,hermoso lugar
Solo reserve 3 noches hasta que consiguiera alquiler por los 6 meses que estaré en Jaen,solo reserve 3 noches consiguiera alquiler 6 meses jaen
"Esperaba por el precio algo mas estandard y me sorprendi al encontrar un lugar muy limpio, en buen estado y condiciones",esperaba precio estandard sorprendi encontrar lugar limpio buen condiciones
Solo le agregaria un minibar en la habitacion,solo agregaria minibar habitacion
buena relación precio-calidad,buena relacion precio calidad
"Estuvimos solo una noche en Agosto con mi pareja, de pasada a Granada",solo noche agosto pareja pasada granada
"La relación precio - calidad es muy buena, es una pensión para pasar la noche",relacion precio calidad buena pension pasar noche
"El baño es compartido en la habitación que nos tocó a nosotros, pero como son  pocas habitaciones la realidad es que no tuvimos problemas para usarlo cuando quisieramos",bano compartido habitacion toco pocas habitaciones realidad no problemas usarlo quisieramos
"Muy amable la atención del personal, para destacar!",amable atencion personal destacar
"""Agradable y acogedora""",agradable acogedora
He ido con mi pareja y nuestra niña de 2 meses para conocer un poco la zona: Jaén y las ciudades Patrimonio de la Humanidad Úbeda y Baeza,ido pareja nina 2 meses conocer zona jaen ciudades patrimonio humanidad ubeda baeza
"Situado en la zona céntrica de la parte nueva de la ciudad, con buenas comunicaciones y no nos ha costado encontrar aparcamiento por la zona",situado zona centrica parte nueva ciudad buenas comunicaciones no costado encontrar aparcamiento zona
"Se encuentra en una sexta planta, tiene ascensor (que es justo para un cochecito de bebé) y es un piso habilitado como pensión",encuentra sexta planta ascensor justo cochecito bebe piso habilitado pension
"La atención es muy familiar, pero siempre repetando la intimidad de sus huéspedes: nos indicaron un muy buen restaurante que estaba por la zona y el trato fue muy agradable",atencion familiar siempre repetando intimidad huespedes indicaron buen restaurante zona trato agradable
"La habitación no aparenta ser una habitación de un alojamiento, sino más bien de un hogar",habitacion no aparenta ser habitacion alojamiento sino bien hogar
"Lo que hace sentirte como en casa, como he visto que han dicho otros que han publicados sobre la misma pensión",hace sentirte casa visto dicho publicados misma pension
La…,
Buen lugar para una estancia corta,buen lugar estancia corta
Pasamos una noche en el comienzo de un viaje en bicicleta,pasamos noche comienzo viaje bicicleta
La habitación y el baño estaban muy limpios y la cama cómoda,habitacion bano limpios cama comoda
Pudimos poner nuestras bicicletas en la habitación que era muy servicial,pudimos poner bicicletas habitacion servicial
"El único inconveniente era que al ser un apartamento las paredes entre las habitaciones no están insonorizadas, así que cuando el chico de la habitación de al lado se convirtió en su televisión podíamos oír todo",unico inconveniente ser apartamento paredes habitaciones no insonorizadas asi chico habitacion lado convirtio television podiamos oir
Pero es una buena relación calidad-precio y está bien para una estancia corta,buena relacion calidad precio bien estancia corta
Muito bom!,muito bom
Ambiente acolhedor e limpo,ambiente acolhedor limpo
Bem completo,bem completo
Cozinha equipada,cozinha equipada
Lavadora e secadora de roupas,lavadora secadora roupas
Ótima qualdiade do sono,otima qualdiade do sono
Boa localização,boa localizacao
Segunda vez que ficamos nesse lugar,segunda vez ficamos nesse lugar
"Sem estacionamento, porém vagas na rua",sem estacionamento porem vagas na rua
Recomendo,recomendo
Muito bom!,muito bom
Ambiente acolhedor e limpo,ambiente acolhedor limpo
Bem completo,bem completo
Cozinha equipada,cozinha equipada
Lavadora e secadora de roupas,lavadora secadora roupas
Ótima qualdiade do sono,otima qualdiade do sono
Boa localização,boa localizacao
Segunda vez que ficamos nesse lugar,segunda vez ficamos nesse lugar
"Sem estacionamento, porém vagas na rua",sem estacionamento porem vagas na rua
Recomendo,recomendo
Muito bom!,muito bom
Ambiente acolhedor e limpo,ambiente acolhedor limpo
Bem completo,bem completo
Cozinha equipada,cozinha equipada
Lavadora e secadora de roupas,lavadora secadora roupas
Ótima qualdiade do sono,otima qualdiade do sono
Boa localização,boa localizacao
Segunda vez que ficamos nesse lugar,segunda vez ficamos nesse lugar
"Sem estacionamento, porém vagas na rua",sem estacionamento porem vagas na rua
Recomendo,recomendo
Muito bom!,muito bom
Ambiente acolhedor e limpo,ambiente acolhedor limpo
Bem completo,bem completo
Cozinha equipada,cozinha equipada
Lavadora e secadora de roupas,lavadora secadora roupas
Ótima qualdiade do sono,otima qualdiade do sono
Boa localização,boa localizacao
Segunda vez que ficamos nesse lugar,segunda vez ficamos nesse lugar
"Sem estacionamento, porém vagas na rua",sem estacionamento porem vagas na rua
Recomendo,recomendo
Muy buena elección,buena eleccion
Elegimos este sitio porque queríamos disfrutar de la naturaleza y la elección fue la mejor,elegimos sitio queriamos disfrutar naturaleza eleccion mejor
"La casa está muy bien acondicionada, con buenas instalaciones",casa bien acondicionada buenas instalaciones
El sitio aunque de difícil acceso con coches es un lugar excelente para recorrer rutas y senderos,sitio aunque dificil acceso coches lugar excelente recorrer rutas senderos
"El trato es familiar, te llevan y te traen sin problemas, con agrado y gusto lo que hace que todo sea sencillo y cómodo",trato familiar llevan traen sin problemas agrado gusto hace sencillo comodo
Totalmente recomendable,totalmente recomendable
Muy buena elección,buena eleccion
Elegimos este sitio porque queríamos disfrutar de la naturaleza y la elección fue la mejor,elegimos sitio queriamos disfrutar naturaleza eleccion mejor
"La casa está muy bien acondicionada, con buenas instalaciones",casa bien acondicionada buenas instalaciones
El sitio aunque de difícil acceso con coches es un lugar excelente para recorrer rutas y senderos,sitio aunque dificil acceso coches lugar excelente recorrer rutas senderos
"El trato es familiar, te llevan y te traen sin problemas, con agrado y gusto lo que hace que todo sea sencillo y cómodo",trato familiar llevan traen sin problemas agrado gusto hace sencillo comodo
Totalmente recomendable,totalmente recomendable
Muy buena elección,buena eleccion
Elegimos este sitio porque queríamos disfrutar de la naturaleza y la elección fue la mejor,elegimos sitio queriamos disfrutar naturaleza eleccion mejor
"La casa está muy bien acondicionada, con buenas instalaciones",casa bien acondicionada buenas instalaciones
El sitio aunque de difícil acceso con coches es un lugar excelente para recorrer rutas y senderos,sitio aunque dificil acceso coches lugar excelente recorrer rutas senderos
"El trato es familiar, te llevan y te traen sin problemas, con agrado y gusto lo que hace que todo sea sencillo y cómodo",trato familiar llevan traen sin problemas agrado gusto hace sencillo comodo
Totalmente recomendable,totalmente recomendable
Campo idilio,campo idilio
"Situado justo al lado de la carretera, el alojamiento rural es fácil de encontrar si busca el pequeño cartel que dice la Casiera de Piedra (el nombre de la calle) como el hotel en sí no permite tener un cartel en la calle principal",situado justo lado carretera alojamiento rural facil encontrar busca pequeno cartel dice casiera piedra nombre calle no permite tener cartel calle principal
"Los propietarios son muy amables y serviciales y hacen todo lo posible para que te sientas cómodo, y siendo sus únicos huéspedes nos sentíamos mimados",propietarios amables serviciales hacen posible sientas comodo siendo unicos huespedes sentiamos mimados
"Llegamos a una estancia de dos noches en martes a principios de agosto, y nos sorprendió encontrar que es muy tranquilo y en la noche ni cualquier otro de los clientes estaban allí en el restaurante",llegamos estancia dos noches martes principios agosto sorprendio encontrar tranquilo noche cualquier clientes alli restaurante
El comercio debe ser gente como restaurante pasando comercio hacerlo ya que no sabían de su existencia,comercio debe ser gente restaurante pasando comercio hacerlo no sabian existencia
"Los fines de semana (quizás)  El alojamiento era limpio y cómodo, con una terraza cerrada en la…",fines semana quizas alojamiento limpio comodo terraza cerrada
Un lugar para descansar,lugar descansar
"Preciosa Casa rural y restaurante, en la carretera de Jaén a Los Villares, muy dirigida a gente que quiere descansar y disfrutar de un entorno precioso por sus maravillosas vistas y situación;  El restaurante con comida muy de la zona, tipo venta, muy coqueto y acogedor, puedes tomar anchoas salazón, chorizo,  morcilla, revuelto setas y gambas o de espárragos trigueros,  chuletas de choto y Cordero,  entrecot,  pollo",preciosa casa rural restaurante carretera jaen villares dirigida gente quiere descansar disfrutar entorno precioso maravillosas vistas situacion restaurante comida zona tipo venta coqueto acogedor puedes tomar anchoas salazon chorizo morcilla revuelto setas gambas esparragos trigueros chuletas choto cordero entrecot pollo
Es un sitio que comes tranquilo a un precio aceptable y con comida que no desentona; El dueño muy agradable y buena atención; Recomendable para descansar y relajarse,sitio comes tranquilo precio aceptable comida no desentona dueno agradable buena atencion recomendable descansar relajarse
Muy contento,contento
Los dueños muy agradables y dispuestos,duenos agradables dispuestos
"La habitación muy espaciosa, cama confortable, limpia, baño completo un poco antiguo, terraza con vistas a la montaña muy bonitas y muy tranquila",habitacion espaciosa cama confortable limpia bano completo antiguo terraza vistas montana bonitas tranquila
Solo cené una noche,solo cene noche
Trucha ahumada con encalada y una cerveza,trucha ahumada encalada cerveza
Me ofreció unos gritos secos garrapiñados que hace él dueño que estaban muy ricos,ofrecio gritos secos garrapinados hace dueno ricos
Conversador agradable,conversador agradable
Yo estuve muy a gusto,gusto
